"","...1","...2","order_id","customer_id","restaurant_name","cuisine_type","cost_of_the_order","day_of_the_week","rating","food_preparation_time","delivery_time"
"1203",1203,1203,1477595,370337,"Blue Ribbon Fried Chicken","American",12.23,"Weekend","Not given",30,20
"1204",1204,1204,1477618,184325,"Asuka Sushi","Japanese",22.8,"Weekend","Not given",30,28
"1205",1205,1205,1477911,65306,"Sushi of Gari Tribeca","Japanese",12.18,"Weekend","5",35,19
"1206",1206,1206,1476630,182252,"Five Leaves","American",9.17,"Weekend","4",34,23
"1207",1207,1207,1477546,67162,"Shake Shack","American",14.07,"Weekday","4",24,28
"1208",1208,1208,1477320,397261,"Blue Ribbon Fried Chicken","American",14.84,"Weekend","5",21,25
"1209",1209,1209,1477084,283051,"Shake Shack","American",6.69,"Weekday","5",26,32
"1210",1210,1210,1476726,41907,"Hatsuhana","Japanese",14.07,"Weekend","Not given",26,17
"1211",1211,1211,1478427,86806,"Pylos","Mediterranean",14.12,"Weekday","4",26,24
"1212",1212,1212,1476743,183520,"Blue Ribbon Sushi","Japanese",6.69,"Weekend","Not given",35,26
"1213",1213,1213,1478238,59314,"Shake Shack","American",13.58,"Weekend","Not given",25,24
"1214",1214,1214,1476695,68300,"Blue Ribbon Fried Chicken","American",33.18,"Weekend","Not given",26,20
"1215",1215,1215,1476573,370405,"Haveli Indian Restaurant","Indian",29.1,"Weekday","3",23,24
"1216",1216,1216,1478323,354948,"Westville Hudson","American",24.25,"Weekend","Not given",25,21
"1217",1217,1217,1477735,302769,"Blue Ribbon Fried Chicken","American",29.05,"Weekend","5",29,20
"1218",1218,1218,1477674,334372,"Rubirosa","Italian",6.55,"Weekend","Not given",23,15
"1219",1219,1219,1478006,42781,"Blue Ribbon Sushi","Japanese",24.3,"Weekday","Not given",21,26
"1220",1220,1220,1478033,67748,"Rubirosa","Italian",19.4,"Weekend","4",34,16
"1221",1221,1221,1478186,302923,"Shake Shack","American",20.52,"Weekend","3",31,15
"1222",1222,1222,1477776,115213,"Tamarind TriBeCa","Indian",29.39,"Weekend","5",30,25
"1223",1223,1223,1478312,398952,"Han Dynasty","Chinese",13.78,"Weekend","5",27,20
"1224",1224,1224,1477757,60688,"Shake Shack","American",14.12,"Weekend","Not given",29,30
"1225",1225,1225,1477291,198194,"The Kati Roll Company","Indian",19.4,"Weekday","5",24,30
"1226",1226,1226,1478168,78879,"Blue Ribbon Fried Chicken","American",19.4,"Weekend","4",33,21
"1227",1227,1227,1477269,255697,"Sushi Samba","Japanese",6.84,"Weekend","5",27,20
"1228",1228,1228,1477896,42052,"Pepe Rosso To Go","Italian",22.8,"Weekend","5",35,24
"1229",1229,1229,1477507,146588,"Shake Shack","American",19.4,"Weekend","5",33,27
"1230",1230,1230,1478271,347181,"RedFarm Hudson","Chinese",14.12,"Weekend","5",21,24
"1231",1231,1231,1477853,115213,"Junoon","Indian",28.62,"Weekday","5",21,32
"1232",1232,1232,1477001,318451,"Blue Ribbon Sushi","Japanese",29.25,"Weekend","Not given",22,27
"1233",1233,1233,1476948,86421,"Vanessa's Dumpling House","Chinese",9.65,"Weekend","5",20,22
"1234",1234,1234,1478347,251817,"Blue Ribbon Fried Chicken","American",15.71,"Weekend","3",27,25
"1235",1235,1235,1478098,132906,"Sushi of Gari 46","Japanese",12.13,"Weekday","Not given",20,33
"1236",1236,1236,1477457,92806,"Shake Shack","American",15.18,"Weekday","5",30,33
"1237",1237,1237,1477393,79849,"Parm","Italian",22.36,"Weekend","4",21,30
"1238",1238,1238,1476956,55220,"Saravanaa Bhavan","Indian",12.13,"Weekday","Not given",32,26
"1239",1239,1239,1477653,142619,"Shake Shack","American",12.13,"Weekend","5",26,26
"1240",1240,1240,1477261,76938,"Sushi of Gari","Japanese",31.43,"Weekend","Not given",21,27
"1241",1241,1241,1478127,78879,"Blue Ribbon Fried Chicken","American",20.18,"Weekend","3",22,20
"1242",1242,1242,1476556,301380,"ilili Restaurant","Middle Eastern",16.3,"Weekend","4",27,16
"1243",1243,1243,1477280,377274,"RedFarm Broadway","Chinese",14.07,"Weekend","3",34,17
"1244",1244,1244,1477968,350083,"Sushi of Gari","Japanese",6.69,"Weekend","4",22,16
"1245",1245,1245,1476784,105385,"Han Dynasty","Chinese",24.2,"Weekend","5",23,15
"1246",1246,1246,1478255,382076,"Shake Shack","American",6.69,"Weekday","Not given",20,29
"1247",1247,1247,1478224,74048,"ilili Restaurant","Middle Eastern",9.56,"Weekend","Not given",27,27
"1248",1248,1248,1476672,105385,"Han Dynasty","Chinese",8.54,"Weekend","4",31,15
"1249",1249,1249,1478240,44367,"Rubirosa","Italian",24.2,"Weekend","4",34,16
"1250",1250,1250,1477864,81166,"Dos Caminos","Mexican",8.1,"Weekday","Not given",23,26
"1251",1251,1251,1476869,241356,"Blue Ribbon Fried Chicken","American",19.35,"Weekday","Not given",35,24
"1252",1252,1252,1476886,320088,"Cafe Mogador","Middle Eastern",13.68,"Weekend","4",29,18
"1253",1253,1253,1478101,105068,"TAO","Japanese",13.97,"Weekend","5",28,25
"1254",1254,1254,1476712,385150,"Blue Ribbon Sushi","Japanese",9.75,"Weekday","5",27,27
"1255",1255,1255,1477083,308517,"Tamarind TriBeCa","Indian",6.74,"Weekend","4",20,17
"1256",1256,1256,1478164,138024,"Cho Dang Gol","Korean",11.84,"Weekend","5",25,16
"1257",1257,1257,1477390,199049,"Five Guys Burgers and Fries","American",16.05,"Weekend","4",29,18
"1258",1258,1258,1478273,65009,"Blue Ribbon Sushi Izakaya","Japanese",12.23,"Weekend","Not given",21,23
"1259",1259,1259,1476900,240014,"Sarabeth's","American",32.93,"Weekday","4",33,33
"1260",1260,1260,1477060,94152,"Empanada Mama (closed)","Mexican",14.21,"Weekend","Not given",27,25
"1261",1261,1261,1477697,362685,"Momoya","Japanese",29.1,"Weekday","4",21,29
"1262",1262,1262,1477833,27609,"Shake Shack","American",15.57,"Weekday","Not given",28,30
"1263",1263,1263,1477295,140530,"Sushi of Gari 46","Japanese",12.13,"Weekend","Not given",25,29
"1264",1264,1264,1476655,91817,"Blue Ribbon Fried Chicken","American",29.15,"Weekend","4",31,17
"1265",1265,1265,1477585,350410,"Burger Joint","American",11.98,"Weekend","Not given",20,17
"1266",1266,1266,1478175,349676,"Sarabeth's","American",29.3,"Weekend","5",23,17
"1267",1267,1267,1477982,39421,"Go! Go! Curry!","Japanese",14.02,"Weekday","4",22,27
"1268",1268,1268,1476697,46219,"The Meatball Shop","American",32.93,"Weekend","3",35,16
"1269",1269,1269,1477053,398489,"Five Guys Burgers and Fries","American",14.07,"Weekday","Not given",24,26
"1270",1270,1270,1477152,92364,"Sushi of Gari 46","Japanese",25.17,"Weekend","Not given",29,27
"1271",1271,1271,1478308,358158,"Galli Restaurant","Italian",16.06,"Weekend","5",22,16
"1272",1272,1272,1478028,44594,"Shake Shack","American",24.25,"Weekend","5",31,28
"1273",1273,1273,1477555,361497,"V-Nam Cafe","Vietnamese",12.13,"Weekend","4",20,26
"1274",1274,1274,1478137,209418,"Izakaya Ten","Japanese",13.05,"Weekend","3",34,23
"1275",1275,1275,1477803,165110,"Room Service","Thai",12.23,"Weekend","Not given",35,16
"1276",1276,1276,1476771,365225,"P.J. Clarke's","American",12.18,"Weekday","5",30,24
"1277",1277,1277,1478362,134152,"The Meatball Shop","Italian",29.1,"Weekday","5",22,33
"1278",1278,1278,1476722,328551,"Kanoyama","Japanese",12.81,"Weekend","5",23,24
"1279",1279,1279,1477503,99621,"Westville Hudson","American",24.3,"Weekend","Not given",32,15
"1280",1280,1280,1478126,113972,"Parm","Italian",14.79,"Weekend","Not given",33,29
"1281",1281,1281,1478076,96800,"Sarabeth's East","American",29.3,"Weekend","Not given",27,20
"1282",1282,1282,1477350,59095,"Blue Ribbon Fried Chicken","American",8.93,"Weekday","5",34,30
"1283",1283,1283,1478111,366954,"Blue Ribbon Sushi","Japanese",12.23,"Weekend","4",29,22
"1284",1284,1284,1477976,69348,"RedFarm Broadway","Chinese",16.1,"Weekend","5",21,27
"1285",1285,1285,1477439,113926,"Five Guys Burgers and Fries","American",12.08,"Weekday","Not given",28,27
"1286",1286,1286,1477469,96943,"Cafe Mogador","Middle Eastern",24.25,"Weekend","Not given",26,22
"1287",1287,1287,1478314,338599,"Yama Japanese Restaurant","Japanese",12.18,"Weekday","Not given",30,25
"1288",1288,1288,1476641,57943,"brgr","American",14.07,"Weekend","Not given",26,24
"1289",1289,1289,1478194,67937,"Shake Shack","American",15.52,"Weekend","5",22,17
"1290",1290,1290,1477293,316402,"The Meatball Shop","American",12.13,"Weekend","Not given",23,23
"1291",1291,1291,1477884,348096,"Parm","Italian",29.44,"Weekend","4",33,24
"1292",1292,1292,1477351,150577,"Sushi of Gari Tribeca","Japanese",8.63,"Weekend","5",33,17
"1293",1293,1293,1476907,87006,"Nobu Next Door","Japanese",5.67,"Weekday","5",33,25
"1294",1294,1294,1477817,335897,"Sushi of Gari 46","Japanese",12.18,"Weekday","4",24,27
"1295",1295,1295,1477408,125542,"Hampton Chutney Co.","Thai",12.37,"Weekend","4",21,20
"1296",1296,1296,1477953,39334,"The Meatball Shop","American",19.35,"Weekend","4",31,25
"1297",1297,1297,1477924,288808,"The Meatball Shop","Italian",32.98,"Weekday","5",26,27
"1298",1298,1298,1477995,140477,"Momoya","Japanese",8.1,"Weekend","Not given",32,27
"1299",1299,1299,1476709,105837,"Nobu Next Door","Japanese",11.11,"Weekend","Not given",25,30
"1300",1300,1300,1478188,99288,"The Meatball Shop","American",12.56,"Weekend","Not given",28,22
"1301",1301,1301,1477153,120353,"Parm","Italian",25.27,"Weekday","Not given",27,27
"1302",1302,1302,1477802,85091,"The Meatball Shop","Italian",12.13,"Weekend","4",21,25
"1303",1303,1303,1477715,217363,"Jack's Wife Freda","Mediterranean",9.41,"Weekend","5",28,15
"1304",1304,1304,1478263,201535,"Blue Ribbon Fried Chicken","American",9.51,"Weekday","Not given",30,29
"1305",1305,1305,1477669,260844,"Byblos Restaurant","Middle Eastern",25.27,"Weekend","3",33,16
"1306",1306,1306,1478187,111411,"Blue Ribbon Sushi","Japanese",12.56,"Weekend","Not given",32,20
"1307",1307,1307,1476559,47440,"Bareburger","American",15.57,"Weekday","4",24,28
"1308",1308,1308,1477464,320187,"TAO","Japanese",19.35,"Weekend","Not given",34,22
"1309",1309,1309,1477143,165695,"The Smile","American",29.1,"Weekend","Not given",22,16
"1310",1310,1310,1476683,263075,"Burger Joint","American",12.23,"Weekday","Not given",21,27
"1311",1311,1311,1477358,83287,"Boqueria","Spanish",14.5,"Weekend","Not given",35,29
"1312",1312,1312,1478149,303548,"Shake Shack","American",25.22,"Weekend","3",27,25
"1313",1313,1313,1477761,123977,"Blue Ribbon Sushi","Japanese",24.35,"Weekend","5",33,22
"1314",1314,1314,1478311,326505,"Blue Ribbon Fried Chicken","American",21.29,"Weekend","5",28,29
"1315",1315,1315,1477956,177078,"Lantern Thai Kitchen","Thai",9.46,"Weekend","5",29,19
"1316",1316,1316,1476925,354719,"The Meatball Shop","Italian",14.02,"Weekday","5",32,32
"1317",1317,1317,1476950,270444,"P.J. Clarke's","American",15.96,"Weekend","Not given",27,18
"1318",1318,1318,1477363,51675,"Blue Ribbon Sushi","Japanese",19.4,"Weekday","Not given",24,24
"1319",1319,1319,1476832,385191,"Donburi-ya","Japanese",12.37,"Weekend","5",24,17
"1320",1320,1320,1476681,68258,"Parm","Italian",12.13,"Weekday","4",23,31
"1321",1321,1321,1478100,62667,"Balthazar Boulangerie","French",21.93,"Weekend","Not given",31,20
"1322",1322,1322,1478218,209418,"Izakaya Ten","Japanese",6.02,"Weekend","Not given",24,19
"1323",1323,1323,1477655,96666,"Empanada Mama (closed)","Mexican",19.35,"Weekend","5",29,22
"1324",1324,1324,1477553,52037,"L'Express","French",22.02,"Weekday","Not given",21,27
"1325",1325,1325,1477957,285937,"TAO","Japanese",8,"Weekday","4",28,24
"1326",1326,1326,1476692,175327,"Nobu Next Door","Japanese",29.1,"Weekday","3",35,27
"1327",1327,1327,1478172,125123,"Sushi Samba","Japanese",12.95,"Weekend","Not given",21,21
"1328",1328,1328,1476836,68551,"Blue Ribbon Sushi Bar & Grill","Japanese",16.1,"Weekend","Not given",27,27
"1329",1329,1329,1477009,396815,"Blue Ribbon Fried Chicken","American",5.73,"Weekend","Not given",34,16
"1330",1330,1330,1477510,231061,"Han Dynasty","Chinese",8.1,"Weekend","5",23,26
"1331",1331,1331,1477954,130237,"Tamarind TriBeCa","Indian",16.98,"Weekend","5",22,17
"1332",1332,1332,1476609,48677,"Shake Shack","American",8.34,"Weekend","Not given",23,28
"1333",1333,1333,1476785,78939,"Blue Ribbon Sushi","Japanese",24.25,"Weekday","Not given",29,25
"1334",1334,1334,1477182,383826,"Song Thai Restaurant & Bar","Thai",29.2,"Weekend","5",21,28
"1335",1335,1335,1477979,201438,"S'MAC","American",14.55,"Weekend","Not given",29,29
"1336",1336,1336,1477304,88406,"The Meatball Shop","Italian",24.2,"Weekday","4",28,30
"1337",1337,1337,1476823,60039,"Blue Ribbon Sushi","Japanese",12.13,"Weekday","Not given",32,29
"1338",1338,1338,1478434,40500,"J. G. Melon","American",19.45,"Weekend","5",24,15
"1339",1339,1339,1477411,143721,"Hummus Place","Middle Eastern",9.75,"Weekend","5",28,28
"1340",1340,1340,1477720,215219,"Empanada Mama (closed)","Mexican",19.98,"Weekday","4",23,32
"1341",1341,1341,1476638,46696,"Blue Ribbon Sushi Bar & Grill","Japanese",11.88,"Weekend","5",25,17
"1342",1342,1342,1478411,361846,"RedFarm Broadway","Chinese",6.69,"Weekend","Not given",27,24
"1343",1343,1343,1477166,402215,"RedFarm Hudson","Chinese",21.29,"Weekend","4",32,25
"1344",1344,1344,1477338,81110,"Hill Country Fried Chicken","Southern",11.64,"Weekend","4",35,21
"1345",1345,1345,1477003,120833,"Bareburger","American",32.93,"Weekend","Not given",29,24
"1346",1346,1346,1477565,65009,"Blue Ribbon Fried Chicken","American",12.56,"Weekday","5",27,27
"1347",1347,1347,1477842,299221,"RedFarm Broadway","Chinese",14.07,"Weekday","Not given",35,33
"1348",1348,1348,1478328,58898,"Rubirosa","Italian",33.03,"Weekend","5",22,28
"1349",1349,1349,1477289,72322,"Cafe Mogador","Middle Eastern",12.95,"Weekend","3",21,20
"1350",1350,1350,1478146,207281,"Shake Shack","American",12.27,"Weekend","5",24,28
"1351",1351,1351,1476662,115213,"Tamarind TriBeCa","Indian",12.18,"Weekend","5",25,20
"1352",1352,1352,1476991,81828,"The Meatball Shop","Italian",12.08,"Weekend","3",32,19
"1353",1353,1353,1477433,283331,"Dickson's Farmstand Meats","American",12.18,"Weekend","5",21,20
"1354",1354,1354,1478250,369272,"Blue Ribbon Sushi","Japanese",12.22,"Weekend","Not given",34,28
"1355",1355,1355,1478239,400390,"Shake Shack","American",12.95,"Weekend","4",30,26
"1356",1356,1356,1477370,89889,"Sushi of Gari 46","Japanese",29.1,"Weekday","5",32,30
"1357",1357,1357,1477580,79849,"Chipotle Mexican Grill $1.99 Delivery","Mexican",15.23,"Weekend","Not given",31,21
"1358",1358,1358,1478091,369272,"Blue Ribbon Sushi Bar & Grill","Japanese",15.81,"Weekday","Not given",21,29
"1359",1359,1359,1477795,169478,"RedFarm Broadway","Chinese",15.96,"Weekday","4",35,33
"1360",1360,1360,1477903,47440,"Bareburger","American",16.25,"Weekend","Not given",32,28
"1361",1361,1361,1478439,48444,"TAO","Japanese",8.54,"Weekend","4",26,23
"1362",1362,1362,1476731,94480,"TAO","Japanese",29.1,"Weekend","Not given",28,23
"1363",1363,1363,1476827,148649,"Blue Ribbon Sushi","Japanese",6.74,"Weekend","Not given",31,27
"1364",1364,1364,1476777,69749,"Blue Ribbon Sushi","Japanese",31.38,"Weekend","Not given",26,27
"1365",1365,1365,1478027,41907,"Parm","Italian",22.75,"Weekday","Not given",30,27
"1366",1366,1366,1476811,47386,"Barbounia","Mediterranean",16.93,"Weekend","5",30,18
"1367",1367,1367,1477184,108659,"Rubirosa","Italian",32.98,"Weekend","Not given",33,30
"1368",1368,1368,1477119,47594,"Shake Shack","American",5.82,"Weekday","Not given",29,29
"1369",1369,1369,1478021,97991,"Blue Ribbon Sushi Bar & Grill","Japanese",22.26,"Weekday","Not given",20,26
"1370",1370,1370,1476990,301032,"Mission Cantina","Mexican",15.57,"Weekend","5",21,28
"1371",1371,1371,1478329,116992,"Tres Carnes","Mexican",33.32,"Weekday","4",21,33
"1372",1372,1372,1478385,250494,"Blue Ribbon Fried Chicken","American",21.34,"Weekend","5",28,21
"1373",1373,1373,1477300,232359,"The Meatball Shop","American",31.43,"Weekend","4",20,21
"1374",1374,1374,1477275,58088,"Sushi of Gari 46","Japanese",9.22,"Weekend","4",32,28
"1375",1375,1375,1477994,127130,"Momoya","Japanese",9.55,"Weekend","5",30,26
"1376",1376,1376,1477123,270525,"The Smile","American",8.59,"Weekend","4",32,29
"1377",1377,1377,1476758,120504,"Schnipper's Quality Kitchen","American",14.02,"Weekend","5",20,16
"1378",1378,1378,1477940,42274,"Joe's Shanghai <U+008E>_<c0><U+008E><fc><a3><be><f7><b4>","Chinese",16.15,"Weekend","3",33,20
"1379",1379,1379,1477089,398930,"RedFarm Broadway","Chinese",8.97,"Weekend","Not given",21,16
"1380",1380,1380,1476587,355713,"TAO","Japanese",9.22,"Weekend","5",26,25
"1381",1381,1381,1478015,364714,"Nobu Next Door","Japanese",8.97,"Weekday","Not given",22,31
"1382",1382,1382,1478023,243910,"Nobu Next Door","Japanese",14.12,"Weekend","3",30,19
"1383",1383,1383,1476766,45837,"Shake Shack","American",19.35,"Weekend","4",21,29
"1384",1384,1384,1477347,66636,"Shake Shack","American",20.52,"Weekend","Not given",31,26
"1385",1385,1385,1478339,35643,"Vanessa's Dumpling House","Chinese",18.43,"Weekend","5",34,28
"1386",1386,1386,1477647,359228,"Yama Japanese Restaurant","Japanese",9.27,"Weekend","Not given",23,29
"1387",1387,1387,1477478,140757,"Parm","Italian",12.47,"Weekend","Not given",22,24
"1388",1388,1388,1477180,154339,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.15,"Weekday","Not given",21,24
"1389",1389,1389,1478110,250494,"Shake Shack","American",12.18,"Weekend","Not given",23,16
"1390",1390,1390,1476632,120385,"Westville Hudson","American",9.51,"Weekend","Not given",27,28
"1391",1391,1391,1478352,142192,"Otto Enoteca Pizzeria","Italian",12.18,"Weekend","5",21,20
"1392",1392,1392,1477079,49086,"Jack's Wife Freda","Mediterranean",12.13,"Weekend","4",33,23
"1393",1393,1393,1477384,127445,"Shake Shack","American",6.79,"Weekend","4",35,30
"1394",1394,1394,1477262,43636,"Blue Ribbon Fried Chicken","American",12.08,"Weekend","4",21,21
"1395",1395,1395,1476602,88078,"RedFarm Hudson","Chinese",13.92,"Weekend","5",28,24
"1396",1396,1396,1477741,46859,"The Meatball Shop","Italian",6.84,"Weekend","Not given",25,18
"1397",1397,1397,1478370,57638,"Grand Sichuan International","Chinese",25.27,"Weekday","5",35,30
"1398",1398,1398,1477232,275689,"Nobu Next Door","Japanese",9.17,"Weekend","Not given",24,15
"1399",1399,1399,1477444,88075,"Shake Shack","American",24.3,"Weekday","4",33,30
"1400",1400,1400,1478346,66498,"Shake Shack","American",16.2,"Weekday","Not given",27,30
"1401",1401,1401,1477539,152675,"Tres Carnes","Mexican",20.13,"Weekend","Not given",35,18
"1402",1402,1402,1477172,59749,"Bareburger","American",19.35,"Weekday","4",33,27
"1403",1403,1403,1477418,387102,"Vanessa's Dumplings","Chinese",14.02,"Weekend","4",22,24
"1404",1404,1404,1476937,142045,"Shake Shack","American",22.36,"Weekday","Not given",33,25
"1405",1405,1405,1477962,59703,"Big Daddy's","American",12.08,"Weekend","5",22,16
"1406",1406,1406,1477630,355090,"Shake Shack","American",12.18,"Weekday","Not given",26,27
"1407",1407,1407,1477497,76942,"Sarabeth's Restaurant","American",12.27,"Weekend","5",24,24
"1408",1408,1408,1477930,100065,"Han Dynasty","Chinese",6.64,"Weekend","Not given",25,29
"1409",1409,1409,1476778,276192,"Sushi of Gari Tribeca","Japanese",31.33,"Weekday","Not given",34,26
"1410",1410,1410,1477155,50563,"J. G. Melon","American",6.06,"Weekday","4",24,27
"1411",1411,1411,1478139,107909,"Shake Shack","American",24.2,"Weekday","Not given",22,31
"1412",1412,1412,1477317,61889,"Parm","Italian",15.77,"Weekend","4",27,18
"1413",1413,1413,1476694,91105,"Cafe Mogador","Middle Eastern",29.05,"Weekend","4",27,30
"1414",1414,1414,1476987,88078,"RedFarm Hudson","Chinese",15.96,"Weekend","3",21,18
"1415",1415,1415,1476942,118975,"Shake Shack","American",5.72,"Weekend","Not given",34,17
"1416",1416,1416,1477344,99621,"Jack's Wife Freda","Mediterranean",5.67,"Weekday","3",24,29
"1417",1417,1417,1477813,260844,"Byblos Restaurant","Middle Eastern",24.2,"Weekend","Not given",32,20
"1418",1418,1418,1477417,355759,"Pinto Nouveau Thai Bistro","Thai",11.79,"Weekend","5",21,27
"1419",1419,1419,1476671,49620,"Cafe Habana","Mexican",8.73,"Weekday","3",27,28
"1420",1420,1420,1477805,290313,"RedFarm Broadway","Chinese",21.93,"Weekend","Not given",22,22
"1421",1421,1421,1477305,45846,"The Meatball Shop","American",24.2,"Weekend","5",21,30
"1422",1422,1422,1477223,303548,"J. G. Melon","American",22.26,"Weekend","5",22,25
"1423",1423,1423,1478394,106940,"Blue Ribbon Sushi","Japanese",14.5,"Weekday","3",34,24
"1424",1424,1424,1477963,115519,"Blue Ribbon Fried Chicken","American",12.23,"Weekend","5",27,27
"1425",1425,1425,1477861,125320,"Shake Shack","American",20.57,"Weekend","5",24,19
"1426",1426,1426,1477201,332635,"TAO","Japanese",16.05,"Weekend","4",23,20
"1427",1427,1427,1478253,67345,"Parm","Italian",25.27,"Weekend","5",28,16
"1428",1428,1428,1476607,197633,"Sushi of Gari 46","Japanese",7.38,"Weekend","Not given",29,28
"1429",1429,1429,1477540,341136,"Blue Ribbon Sushi","Japanese",13.78,"Weekend","4",32,23
"1430",1430,1430,1478117,56642,"Bareburger","American",22.85,"Weekday","Not given",21,30
"1431",1431,1431,1477515,95049,"Sushi of Gari 46","Japanese",12.13,"Weekend","Not given",31,24
"1432",1432,1432,1477329,80737,"RedFarm Broadway","Chinese",12.9,"Weekday","3",29,29
"1433",1433,1433,1477218,333216,"Shake Shack","American",29.49,"Weekend","5",20,24
"1434",1434,1434,1476633,137565,"Shake Shack","American",15.76,"Weekend","5",20,25
"1435",1435,1435,1476776,125123,"Le Grainne Cafe","French",29.25,"Weekend","5",27,24
"1436",1436,1436,1477447,398952,"Han Dynasty","Chinese",5.82,"Weekend","Not given",26,24
"1437",1437,1437,1477878,62730,"Westville Hudson","American",21.88,"Weekend","5",20,15
"1438",1438,1438,1478122,96262,"Cafe Habana","Mexican",9.51,"Weekend","5",22,21
"1439",1439,1439,1476601,270789,"Vanessa's Dumplings","Chinese",15.09,"Weekend","Not given",25,25
"1440",1440,1440,1478206,108659,"Osteria Morini","Italian",24.2,"Weekday","3",28,28
"1441",1441,1441,1478326,82901,"Il Bambino","Italian",29.25,"Weekend","4",34,29
"1442",1442,1442,1477691,366327,"Parm","Italian",16.44,"Weekend","5",29,26
"1443",1443,1443,1477845,127056,"Blue Ribbon Sushi","Japanese",24.3,"Weekday","5",21,33
"1444",1444,1444,1478300,175703,"The Meatball Shop","Italian",6.06,"Weekend","Not given",20,27
"1445",1445,1445,1478147,372415,"Five Guys Burgers and Fries","American",12.18,"Weekend","Not given",21,19
"1446",1446,1446,1476719,77540,"Parm","Italian",12.08,"Weekend","3",25,28
"1447",1447,1447,1476765,147519,"Sushi of Gari Tribeca","Japanese",19.45,"Weekend","4",25,15
"1448",1448,1448,1476985,64370,"The Meatball Shop","Italian",9.65,"Weekend","Not given",29,16
"1449",1449,1449,1478317,128216,"Shake Shack","American",19.74,"Weekday","4",35,32
"1450",1450,1450,1477461,241719,"Kori Restaurant and Bar","Korean",12.18,"Weekday","4",26,26
"1451",1451,1451,1477028,60052,"RedFarm Broadway","Chinese",14.55,"Weekend","5",28,20
"1452",1452,1452,1477672,59742,"J. G. Melon","American",6.07,"Weekday","3",29,25
"1453",1453,1453,1478307,365225,"Sarabeth's Restaurant","American",15.91,"Weekday","Not given",20,31
"1454",1454,1454,1477971,210544,"Despa_a","Spanish",16.98,"Weekend","Not given",20,22
"1455",1455,1455,1477225,140530,"Sushi of Gari 46","Japanese",25.22,"Weekend","Not given",32,28
"1456",1456,1456,1477146,49793,"Yama Japanese Restaurant","Japanese",32.93,"Weekend","5",29,17
"1457",1457,1457,1477460,134058,"The Meatball Shop","Italian",12.08,"Weekday","5",33,25
"1458",1458,1458,1477848,276192,"12 Chairs","Middle Eastern",29.05,"Weekday","5",28,32
"1459",1459,1459,1478138,50323,"Rubirosa","Italian",24.3,"Weekend","Not given",30,26
"1460",1460,1460,1476918,135769,"Blue Ribbon Sushi","Japanese",18.04,"Weekend","Not given",35,28
"1461",1461,1461,1477935,378482,"Lamarca Pasta","Italian",9.22,"Weekend","Not given",23,19
"1462",1462,1462,1477549,297130,"L'Express","French",29.2,"Weekend","5",21,29
"1463",1463,1463,1476932,301032,"Mission Cantina","Mexican",29.15,"Weekend","Not given",31,26
"1464",1464,1464,1477574,212326,"RedFarm Broadway","Chinese",12.32,"Weekday","Not given",30,27
"1465",1465,1465,1477596,334596,"Chipotle Mexican Grill $1.99 Delivery","Mexican",19.35,"Weekend","Not given",25,22
"1466",1466,1466,1477258,83287,"Blue Ribbon Sushi Izakaya","Japanese",29.1,"Weekend","Not given",32,26
"1467",1467,1467,1477849,117033,"P.J. Clarke's","American",29.2,"Weekend","Not given",30,22
"1468",1468,1468,1477328,342126,"Parm","Italian",13.68,"Weekend","4",33,21
"1469",1469,1469,1478022,94152,"Empanada Mama (closed)","Mexican",11.88,"Weekend","5",23,27
"1470",1470,1470,1477284,40745,"Parm","Italian",14.12,"Weekend","3",28,22
"1471",1471,1471,1477717,155555,"Sushi of Gari 46","Japanese",16.06,"Weekend","Not given",31,24
"1472",1472,1472,1476926,349854,"Cho Dang Gol","Korean",14.02,"Weekend","Not given",25,20
"1473",1473,1473,1477331,384390,"El Parador Cafe","Mexican",24.2,"Weekend","Not given",28,18
"1474",1474,1474,1478284,139885,"Blue Ribbon Fried Chicken","American",8.2,"Weekend","5",34,17
"1475",1475,1475,1477245,375585,"TAO","Japanese",24.25,"Weekend","Not given",31,27
"1476",1476,1476,1477006,119465,"Cafe Mogador","Middle Eastern",25.27,"Weekday","5",30,25
"1477",1477,1477,1477008,373750,"Blue Ribbon Brooklyn","American",5.97,"Weekday","4",32,24
"1478",1478,1478,1477341,127122,"RedFarm Broadway","Chinese",22.36,"Weekend","Not given",24,27
"1479",1479,1479,1477967,101241,"Empanada Mama (closed)","Mexican",24.3,"Weekday","Not given",25,24
"1480",1480,1480,1477208,365244,"Bareburger","American",12.13,"Weekend","5",32,26
"1481",1481,1481,1478050,54189,"Nobu Next Door","Japanese",19.4,"Weekend","Not given",28,29
"1482",1482,1482,1476699,56722,"The Meatball Shop","Italian",12.23,"Weekend","5",35,22
"1483",1483,1483,1477451,125262,"Rubirosa","Italian",8.54,"Weekend","Not given",34,28
"1484",1484,1484,1477179,52832,"L'Express","French",24.2,"Weekday","Not given",28,24
"1485",1485,1485,1477313,395616,"Parm","Italian",8.59,"Weekday","5",32,33
"1486",1486,1486,1477074,317904,"Rubirosa","Italian",31.67,"Weekend","Not given",25,15
"1487",1487,1487,1478051,139639,"Sushi of Gari 46","Japanese",24.3,"Weekend","3",29,23
"1488",1488,1488,1477071,78939,"Nobu Next Door","Japanese",29.05,"Weekend","5",33,29
